id,roleta,contagens,estrategia,criadoem,hora,data
600,Roleta Brasileira bet365,6,Ausencia Duzia 2,1672173285851,20:34:45,2022-12-27
601,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173285852,20:34:45,2022-12-27
602,Roleta Brasileira bet365,6,Ausencia Duzia 1,1672173285852,20:34:45,2022-12-27
603,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173285853,20:34:45,2022-12-27
604,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173285797,20:34:45,2022-12-27
605,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173285854,20:34:45,2022-12-27
606,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173285856,20:34:45,2022-12-27
607,Roleta Brasileira bet365,6,Ausencia Duzia 1,1672173285857,20:34:45,2022-12-27
608,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173285855,20:34:45,2022-12-27
609,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173285859,20:34:45,2022-12-27
610,Roleta Brasileira bet365,6,Ausencia Coluna 3,1672173285862,20:34:45,2022-12-27
611,Roleta Brasileira bet365,6,Preto,1672173285863,20:34:45,2022-12-27
612,Roleta Brasileira bet365,8,Ausencia Coluna 1,1672173285864,20:34:45,2022-12-27
613,Roleta Brasileira bet365,7,Ausencia Duzia 3,1672173285864,20:34:45,2022-12-27
614,Roleta Brasileira bet365,7,Ausencia Coluna 2,1672173285865,20:34:45,2022-12-27
615,Roleta Brasileira bet365,7,Ausencia Duzia 1,1672173285866,20:34:45,2022-12-27
616,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173285867,20:34:45,2022-12-27
617,Roleta Brasileira bet365,6,Impar,1672173285868,20:34:45,2022-12-27
618,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173285869,20:34:45,2022-12-27
619,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173285870,20:34:45,2022-12-27
620,Roleta Brasileira bet365,8,Ausencia Coluna 2,1672173285871,20:34:45,2022-12-27
621,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173285872,20:34:45,2022-12-27
622,Roleta Brasileira bet365,7,Ausencia Coluna 3,1672173285874,20:34:45,2022-12-27
623,Roulette,6,Ausencia Duzia 2,1672173285903,20:34:45,2022-12-27
624,Roulette,6,Ausencia Coluna 1,1672173285905,20:34:45,2022-12-27
625,Roulette,6,Ausencia Duzia 1,1672173285906,20:34:45,2022-12-27
626,Roulette,6,Ausencia Coluna 2,1672173285908,20:34:45,2022-12-27
627,Roulette,6,Ausencia Coluna 3,1672173285901,20:34:45,2022-12-27
628,Roulette,7,Ausencia Coluna 1,1672173285911,20:34:45,2022-12-27
629,Roulette,6,Ausencia Coluna 2,1672173285913,20:34:45,2022-12-27
630,Roulette,6,Ausencia Duzia 3,1672173285914,20:34:45,2022-12-27
631,Roulette,6,Ausencia Duzia 1,1672173285915,20:34:45,2022-12-27
632,Roulette,6,Ausencia Coluna 1,1672173285916,20:34:45,2022-12-27
633,Roulette,6,Ausencia Coluna 3,1672173285917,20:34:45,2022-12-27
634,Roulette,6,Preto,1672173285918,20:34:45,2022-12-27
635,Roulette,8,Ausencia Coluna 1,1672173285919,20:34:45,2022-12-27
636,Roulette,7,Ausencia Duzia 3,1672173285920,20:34:45,2022-12-27
637,Roulette,7,Ausencia Duzia 1,1672173285923,20:34:45,2022-12-27
638,Roulette,7,Ausencia Coluna 2,1672173285921,20:34:45,2022-12-27
639,Roulette,6,Impar,1672173285927,20:34:45,2022-12-27
640,Roulette,6,Ausencia Coluna 1,1672173285929,20:34:45,2022-12-27
641,Roulette,6,Ausencia Duzia 3,1672173285925,20:34:45,2022-12-27
642,Roulette,6,Ausencia Coluna 2,1672173285930,20:34:45,2022-12-27
643,Roulette,7,Ausencia Coluna 1,1672173285931,20:34:45,2022-12-27
644,Roulette,8,Ausencia Coluna 2,1672173285931,20:34:45,2022-12-27
645,Roulette,7,Ausencia Coluna 3,1672173285932,20:34:45,2022-12-27
646,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 3,1672173285954,20:34:45,2022-12-27
647,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 2,1672173285961,20:34:45,2022-12-27
648,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173285963,20:34:45,2022-12-27
649,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 1,1672173285964,20:34:45,2022-12-27
650,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173285964,20:34:45,2022-12-27
651,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173285966,20:34:45,2022-12-27
652,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173285967,20:34:45,2022-12-27
653,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173285968,20:34:45,2022-12-27
654,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 1,1672173285969,20:34:45,2022-12-27
655,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173285969,20:34:45,2022-12-27
656,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 3,1672173285970,20:34:45,2022-12-27
657,Age Of The Gods Bonus Roulette,6,Preto,1672173285977,20:34:45,2022-12-27
658,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 1,1672173285979,20:34:45,2022-12-27
659,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 3,1672173285980,20:34:45,2022-12-27
660,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 2,1672173285981,20:34:45,2022-12-27
661,Age Of The Gods Bonus Roulette,7,Ausencia Duzia 1,1672173285983,20:34:45,2022-12-27
662,Age Of The Gods Bonus Roulette,6,Ausencia Duzia 3,1672173285984,20:34:45,2022-12-27
663,Age Of The Gods Bonus Roulette,6,Impar,1672173285985,20:34:45,2022-12-27
664,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 1,1672173285986,20:34:45,2022-12-27
665,Age Of The Gods Bonus Roulette,6,Ausencia Coluna 2,1672173285987,20:34:45,2022-12-27
666,Age Of The Gods Bonus Roulette,8,Ausencia Coluna 2,1672173285988,20:34:45,2022-12-27
667,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 1,1672173285989,20:34:45,2022-12-27
668,Age Of The Gods Bonus Roulette,7,Ausencia Coluna 3,1672173285991,20:34:45,2022-12-27
669,Football Roulette,6,Ausencia Coluna 3,1672173286015,20:34:46,2022-12-27
670,Football Roulette,6,Ausencia Duzia 2,1672173286018,20:34:46,2022-12-27
671,Football Roulette,6,Ausencia Coluna 1,1672173286019,20:34:46,2022-12-27
672,Football Roulette,6,Ausencia Duzia 1,1672173286020,20:34:46,2022-12-27
673,Football Roulette,6,Ausencia Coluna 2,1672173286022,20:34:46,2022-12-27
674,Football Roulette,7,Ausencia Coluna 1,1672173286024,20:34:46,2022-12-27
675,Football Roulette,6,Ausencia Coluna 2,1672173286028,20:34:46,2022-12-27
676,Football Roulette,6,Ausencia Duzia 3,1672173286029,20:34:46,2022-12-27
677,Football Roulette,6,Ausencia Duzia 1,1672173286030,20:34:46,2022-12-27
678,Football Roulette,6,Ausencia Coluna 1,1672173286031,20:34:46,2022-12-27
679,Football Roulette,6,Ausencia Coluna 3,1672173286032,20:34:46,2022-12-27
680,Football Roulette,8,Ausencia Coluna 1,1672173286034,20:34:46,2022-12-27
681,Football Roulette,7,Ausencia Duzia 3,1672173286035,20:34:46,2022-12-27
682,Football Roulette,6,Preto,1672173286033,20:34:46,2022-12-27
683,Football Roulette,7,Ausencia Coluna 2,1672173286035,20:34:46,2022-12-27
684,Football Roulette,7,Ausencia Duzia 1,1672173286036,20:34:46,2022-12-27
685,Football Roulette,6,Ausencia Duzia 3,1672173286037,20:34:46,2022-12-27
686,Football Roulette,6,Impar,1672173286040,20:34:46,2022-12-27
687,Football Roulette,6,Ausencia Coluna 1,1672173286042,20:34:46,2022-12-27
688,Football Roulette,6,Ausencia Coluna 2,1672173286045,20:34:46,2022-12-27
689,Football Roulette,8,Ausencia Coluna 2,1672173286046,20:34:46,2022-12-27
690,Football Roulette,7,Ausencia Coluna 1,1672173286048,20:34:46,2022-12-27
691,Football Roulette,7,Ausencia Coluna 3,1672173286049,20:34:46,2022-12-27
692,Hindi Roulette,6,Ausencia Coluna 3,1672173286077,20:34:46,2022-12-27
693,Hindi Roulette,6,Ausencia Duzia 2,1672173286082,20:34:46,2022-12-27
694,Hindi Roulette,6,Ausencia Coluna 1,1672173286083,20:34:46,2022-12-27
695,Hindi Roulette,6,Ausencia Duzia 1,1672173286084,20:34:46,2022-12-27
696,Hindi Roulette,6,Ausencia Coluna 2,1672173286085,20:34:46,2022-12-27
697,Hindi Roulette,7,Ausencia Coluna 1,1672173286086,20:34:46,2022-12-27
698,Hindi Roulette,6,Ausencia Coluna 2,1672173286086,20:34:46,2022-12-27
699,Hindi Roulette,6,Ausencia Duzia 3,1672173286087,20:34:46,2022-12-27
700,Hindi Roulette,6,Ausencia Duzia 1,1672173286089,20:34:46,2022-12-27
701,Hindi Roulette,6,Ausencia Coluna 1,1672173286090,20:34:46,2022-12-27
702,Hindi Roulette,6,Ausencia Coluna 3,1672173286094,20:34:46,2022-12-27
703,Hindi Roulette,6,Preto,1672173286095,20:34:46,2022-12-27
704,Hindi Roulette,8,Ausencia Coluna 1,1672173286096,20:34:46,2022-12-27
705,Hindi Roulette,7,Ausencia Duzia 3,1672173286097,20:34:46,2022-12-27
706,Hindi Roulette,7,Ausencia Coluna 2,1672173286098,20:34:46,2022-12-27
707,Hindi Roulette,7,Ausencia Duzia 1,1672173286099,20:34:46,2022-12-27
708,Hindi Roulette,6,Ausencia Duzia 3,1672173286100,20:34:46,2022-12-27
709,Hindi Roulette,6,Impar,1672173286101,20:34:46,2022-12-27
710,Hindi Roulette,6,Ausencia Coluna 1,1672173286102,20:34:46,2022-12-27
711,Hindi Roulette,6,Ausencia Coluna 2,1672173286103,20:34:46,2022-12-27
712,Hindi Roulette,8,Ausencia Coluna 2,1672173286104,20:34:46,2022-12-27
713,Hindi Roulette,7,Ausencia Coluna 1,1672173286106,20:34:46,2022-12-27
714,Hindi Roulette,7,Ausencia Coluna 3,1672173286107,20:34:46,2022-12-27
715,bet365 Roulette,6,Ausencia Coluna 3,1672173364925,20:36:04,2022-12-27
716,bet365 Roulette,6,Ausencia Duzia 2,1672173364931,20:36:04,2022-12-27
717,bet365 Roulette,6,Ausencia Duzia 1,1672173364939,20:36:04,2022-12-27
718,bet365 Roulette,6,Ausencia Coluna 1,1672173364932,20:36:04,2022-12-27
719,bet365 Roulette,6,Ausencia Coluna 2,1672173364940,20:36:04,2022-12-27
720,bet365 Roulette,7,Ausencia Coluna 1,1672173364941,20:36:04,2022-12-27
721,bet365 Roulette,6,Ausencia Coluna 2,1672173364942,20:36:04,2022-12-27
722,bet365 Roulette,6,Ausencia Duzia 3,1672173364943,20:36:04,2022-12-27
723,bet365 Roulette,6,Ausencia Duzia 1,1672173364944,20:36:04,2022-12-27
724,bet365 Roulette,6,Ausencia Coluna 3,1672173364946,20:36:04,2022-12-27
725,bet365 Roulette,6,Preto,1672173364947,20:36:04,2022-12-27
726,bet365 Roulette,6,Ausencia Coluna 1,1672173364945,20:36:04,2022-12-27
727,bet365 Roulette,8,Ausencia Coluna 1,1672173364949,20:36:04,2022-12-27
728,bet365 Roulette,7,Ausencia Duzia 3,1672173364952,20:36:04,2022-12-27
729,bet365 Roulette,7,Ausencia Coluna 2,1672173364954,20:36:04,2022-12-27
730,bet365 Roulette,7,Ausencia Duzia 1,1672173364955,20:36:04,2022-12-27
731,bet365 Roulette,6,Ausencia Duzia 3,1672173364957,20:36:04,2022-12-27
732,bet365 Roulette,6,Impar,1672173364958,20:36:04,2022-12-27
733,bet365 Roulette,6,Ausencia Coluna 1,1672173364960,20:36:04,2022-12-27
734,bet365 Roulette,6,Ausencia Coluna 2,1672173364961,20:36:04,2022-12-27
735,bet365 Roulette,8,Ausencia Coluna 2,1672173364961,20:36:04,2022-12-27
736,bet365 Roulette,7,Ausencia Coluna 1,1672173364962,20:36:04,2022-12-27
737,bet365 Roulette,7,Ausencia Coluna 3,1672173364963,20:36:04,2022-12-27
738,bet365 Roulette,6,Ausencia Coluna 2,1672173364966,20:36:04,2022-12-27
739,bet365 Roulette,7,Ausencia Coluna 1,1672173364967,20:36:04,2022-12-27
740,bet365 Roulette,7,Ausencia Duzia 3,1672173364968,20:36:04,2022-12-27
741,bet365 Roulette,9,Ausencia Coluna 2,1672173364968,20:36:04,2022-12-27
742,bet365 Roulette,8,Ausencia Coluna 1,1672173364969,20:36:04,2022-12-27
743,bet365 Roulette,6,Preto,1672173364971,20:36:04,2022-12-27
744,bet365 Dutch Roulette,6,Ausencia Coluna 3,1672173365005,20:36:05,2022-12-27
745,bet365 Dutch Roulette,6,Ausencia Duzia 2,1672173365009,20:36:05,2022-12-27
746,bet365 Dutch Roulette,6,Ausencia Duzia 1,1672173365011,20:36:05,2022-12-27
747,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173365012,20:36:05,2022-12-27
748,bet365 Dutch Roulette,7,Ausencia Coluna 1,1672173365013,20:36:05,2022-12-27
749,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173365014,20:36:05,2022-12-27
750,bet365 Dutch Roulette,6,Ausencia Coluna 1,1672173365010,20:36:05,2022-12-27
751,bet365 Dutch Roulette,6,Ausencia Duzia 3,1672173365015,20:36:05,2022-12-27
752,bet365 Dutch Roulette,6,Ausencia Coluna 1,1672173365020,20:36:05,2022-12-27
753,bet365 Dutch Roulette,6,Ausencia Coluna 3,1672173365021,20:36:05,2022-12-27
754,bet365 Dutch Roulette,6,Ausencia Duzia 1,1672173365018,20:36:05,2022-12-27
755,bet365 Dutch Roulette,6,Preto,1672173365022,20:36:05,2022-12-27
756,bet365 Dutch Roulette,8,Ausencia Coluna 1,1672173365023,20:36:05,2022-12-27
757,bet365 Dutch Roulette,7,Ausencia Duzia 3,1672173365024,20:36:05,2022-12-27
758,bet365 Dutch Roulette,7,Ausencia Coluna 2,1672173365026,20:36:05,2022-12-27
759,bet365 Dutch Roulette,7,Ausencia Duzia 1,1672173365027,20:36:05,2022-12-27
760,bet365 Dutch Roulette,6,Ausencia Duzia 3,1672173365028,20:36:05,2022-12-27
761,bet365 Dutch Roulette,6,Impar,1672173365028,20:36:05,2022-12-27
762,bet365 Dutch Roulette,6,Ausencia Coluna 1,1672173365029,20:36:05,2022-12-27
763,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173365030,20:36:05,2022-12-27
764,bet365 Dutch Roulette,7,Ausencia Coluna 1,1672173365033,20:36:05,2022-12-27
765,bet365 Dutch Roulette,8,Ausencia Coluna 2,1672173365031,20:36:05,2022-12-27
766,bet365 Dutch Roulette,7,Ausencia Coluna 3,1672173365036,20:36:05,2022-12-27
767,bet365 Dutch Roulette,6,Ausencia Coluna 2,1672173365038,20:36:05,2022-12-27
768,bet365 Dutch Roulette,7,Ausencia Coluna 1,1672173365039,20:36:05,2022-12-27
769,bet365 Dutch Roulette,7,Ausencia Duzia 3,1672173365040,20:36:05,2022-12-27
770,bet365 Dutch Roulette,9,Ausencia Coluna 2,1672173365041,20:36:05,2022-12-27
771,bet365 Dutch Roulette,8,Ausencia Coluna 1,1672173365042,20:36:05,2022-12-27
772,bet365 Dutch Roulette,6,Preto,1672173365043,20:36:05,2022-12-27
773,Super Spin Roulette,6,Ausencia Coluna 3,1672173365395,20:36:05,2022-12-27
774,Super Spin Roulette,6,Ausencia Duzia 2,1672173365411,20:36:05,2022-12-27
775,Super Spin Roulette,6,Ausencia Coluna 1,1672173365412,20:36:05,2022-12-27
776,Super Spin Roulette,6,Ausencia Duzia 1,1672173365413,20:36:05,2022-12-27
777,Super Spin Roulette,7,Ausencia Coluna 1,1672173365416,20:36:05,2022-12-27
778,Super Spin Roulette,6,Ausencia Coluna 2,1672173365415,20:36:05,2022-12-27
779,Super Spin Roulette,6,Ausencia Coluna 2,1672173365417,20:36:05,2022-12-27
780,Super Spin Roulette,6,Ausencia Duzia 3,1672173365419,20:36:05,2022-12-27
781,Super Spin Roulette,6,Ausencia Duzia 1,1672173365421,20:36:05,2022-12-27
782,Super Spin Roulette,6,Ausencia Coluna 1,1672173365422,20:36:05,2022-12-27
783,Super Spin Roulette,6,Ausencia Coluna 3,1672173365423,20:36:05,2022-12-27
784,Super Spin Roulette,6,Preto,1672173365424,20:36:05,2022-12-27
785,Super Spin Roulette,8,Ausencia Coluna 1,1672173365426,20:36:05,2022-12-27
786,Super Spin Roulette,7,Ausencia Duzia 3,1672173365427,20:36:05,2022-12-27
787,Super Spin Roulette,7,Ausencia Duzia 1,1672173365428,20:36:05,2022-12-27
788,Super Spin Roulette,7,Ausencia Coluna 2,1672173365427,20:36:05,2022-12-27
789,Super Spin Roulette,6,Ausencia Duzia 3,1672173365429,20:36:05,2022-12-27
790,Super Spin Roulette,6,Ausencia Coluna 1,1672173365430,20:36:05,2022-12-27
791,Super Spin Roulette,6,Impar,1672173365429,20:36:05,2022-12-27
792,Super Spin Roulette,6,Ausencia Coluna 2,1672173365432,20:36:05,2022-12-27
793,Super Spin Roulette,8,Ausencia Coluna 2,1672173365433,20:36:05,2022-12-27
794,Super Spin Roulette,7,Ausencia Coluna 1,1672173365435,20:36:05,2022-12-27
795,Super Spin Roulette,7,Ausencia Coluna 3,1672173365438,20:36:05,2022-12-27
796,Super Spin Roulette,6,Ausencia Coluna 2,1672173365439,20:36:05,2022-12-27
797,Super Spin Roulette,7,Ausencia Coluna 1,1672173365441,20:36:05,2022-12-27
798,Super Spin Roulette,7,Ausencia Duzia 3,1672173365442,20:36:05,2022-12-27
799,Super Spin Roulette,8,Ausencia Coluna 1,1672173365444,20:36:05,2022-12-27
800,Super Spin Roulette,9,Ausencia Coluna 2,1672173365443,20:36:05,2022-12-27
801,Super Spin Roulette,6,Preto,1672173365445,20:36:05,2022-12-27
802,Ruleta Latinoamérica bet365,6,Ausencia Coluna 3,1672173365465,20:36:05,2022-12-27
803,Ruleta Latinoamérica bet365,6,Ausencia Duzia 2,1672173365473,20:36:05,2022-12-27
804,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173365475,20:36:05,2022-12-27
805,Ruleta Latinoamérica bet365,6,Ausencia Duzia 1,1672173365477,20:36:05,2022-12-27
806,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173365478,20:36:05,2022-12-27
807,Ruleta Latinoamérica bet365,7,Ausencia Coluna 1,1672173365479,20:36:05,2022-12-27
808,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173365479,20:36:05,2022-12-27
809,Ruleta Latinoamérica bet365,6,Ausencia Duzia 3,1672173365480,20:36:05,2022-12-27
810,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173365482,20:36:05,2022-12-27
811,Ruleta Latinoamérica bet365,6,Ausencia Duzia 1,1672173365481,20:36:05,2022-12-27
812,Ruleta Latinoamérica bet365,6,Ausencia Coluna 3,1672173365484,20:36:05,2022-12-27
813,Ruleta Latinoamérica bet365,6,Preto,1672173365486,20:36:05,2022-12-27
814,Ruleta Latinoamérica bet365,8,Ausencia Coluna 1,1672173365488,20:36:05,2022-12-27
815,Ruleta Latinoamérica bet365,7,Ausencia Duzia 3,1672173365489,20:36:05,2022-12-27
816,Ruleta Latinoamérica bet365,7,Ausencia Coluna 2,1672173365490,20:36:05,2022-12-27
817,Ruleta Latinoamérica bet365,7,Ausencia Duzia 1,1672173365491,20:36:05,2022-12-27
818,Ruleta Latinoamérica bet365,6,Ausencia Duzia 3,1672173365492,20:36:05,2022-12-27
819,Ruleta Latinoamérica bet365,6,Impar,1672173365493,20:36:05,2022-12-27
820,Ruleta Latinoamérica bet365,6,Ausencia Coluna 1,1672173365494,20:36:05,2022-12-27
821,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173365495,20:36:05,2022-12-27
822,Ruleta Latinoamérica bet365,8,Ausencia Coluna 2,1672173365496,20:36:05,2022-12-27
823,Ruleta Latinoamérica bet365,7,Ausencia Coluna 1,1672173365500,20:36:05,2022-12-27
824,Ruleta Latinoamérica bet365,7,Ausencia Coluna 3,1672173365503,20:36:05,2022-12-27
825,Ruleta Latinoamérica bet365,6,Ausencia Coluna 2,1672173365508,20:36:05,2022-12-27
826,Ruleta Latinoamérica bet365,7,Ausencia Coluna 1,1672173365511,20:36:05,2022-12-27
827,Ruleta Latinoamérica bet365,7,Ausencia Duzia 3,1672173365515,20:36:05,2022-12-27
828,Ruleta Latinoamérica bet365,9,Ausencia Coluna 2,1672173365516,20:36:05,2022-12-27
829,Ruleta Latinoamérica bet365,8,Ausencia Coluna 1,1672173365518,20:36:05,2022-12-27
830,Ruleta Latinoamérica bet365,6,Preto,1672173365520,20:36:05,2022-12-27
831,Roleta Brasileira bet365,6,Ausencia Coluna 3,1672173365552,20:36:05,2022-12-27
832,Roleta Brasileira bet365,6,Ausencia Duzia 2,1672173365556,20:36:05,2022-12-27
833,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173365557,20:36:05,2022-12-27
834,Roleta Brasileira bet365,6,Ausencia Duzia 1,1672173365558,20:36:05,2022-12-27
835,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173365560,20:36:05,2022-12-27
836,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173365561,20:36:05,2022-12-27
837,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173365561,20:36:05,2022-12-27
838,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173365563,20:36:05,2022-12-27
839,Roleta Brasileira bet365,6,Ausencia Duzia 1,1672173365564,20:36:05,2022-12-27
840,Roleta Brasileira bet365,6,Ausencia Coluna 3,1672173365567,20:36:05,2022-12-27
841,Roleta Brasileira bet365,6,Preto,1672173365568,20:36:05,2022-12-27
842,Roleta Brasileira bet365,8,Ausencia Coluna 1,1672173365570,20:36:05,2022-12-27
843,Roleta Brasileira bet365,7,Ausencia Duzia 3,1672173365571,20:36:05,2022-12-27
844,Roleta Brasileira bet365,7,Ausencia Coluna 2,1672173365573,20:36:05,2022-12-27
845,Roleta Brasileira bet365,7,Ausencia Duzia 1,1672173365574,20:36:05,2022-12-27
846,Roleta Brasileira bet365,6,Ausencia Duzia 3,1672173365575,20:36:05,2022-12-27
847,Roleta Brasileira bet365,6,Impar,1672173365576,20:36:05,2022-12-27
848,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173365577,20:36:05,2022-12-27
849,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173365577,20:36:05,2022-12-27
850,Roleta Brasileira bet365,8,Ausencia Coluna 2,1672173365578,20:36:05,2022-12-27
851,Roleta Brasileira bet365,6,Ausencia Coluna 1,1672173365566,20:36:05,2022-12-27
852,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173365578,20:36:05,2022-12-27
853,Roleta Brasileira bet365,7,Ausencia Coluna 3,1672173365579,20:36:05,2022-12-27
854,Roleta Brasileira bet365,6,Ausencia Coluna 2,1672173365580,20:36:05,2022-12-27
855,Roleta Brasileira bet365,7,Ausencia Coluna 1,1672173365581,20:36:05,2022-12-27
856,Roleta Brasileira bet365,9,Ausencia Coluna 2,1672173365586,20:36:05,2022-12-27
857,Roleta Brasileira bet365,8,Ausencia Coluna 1,1672173365587,20:36:05,2022-12-27
858,Roleta Brasileira bet365,6,Preto,1672173365589,20:36:05,2022-12-27
859,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 3,1672173365622,20:36:05,2022-12-27
860,Who Wants To Be a Millionaire? Roulette,6,Ausencia Duzia 2,1672173365626,20:36:05,2022-12-27
861,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 1,1672173365627,20:36:05,2022-12-27
862,Roleta Brasileira bet365,7,Ausencia Duzia 3,1672173365583,20:36:05,2022-12-27
863,Who Wants To Be a Millionaire? Roulette,6,Ausencia Duzia 1,1672173365628,20:36:05,2022-12-27
864,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 2,1672173365630,20:36:05,2022-12-27
865,Who Wants To Be a Millionaire? Roulette,6,Ausencia Duzia 3,1672173365631,20:36:05,2022-12-27
866,Who Wants To Be a Millionaire? Roulette,7,Ausencia Coluna 1,1672173365629,20:36:05,2022-12-27
867,Who Wants To Be a Millionaire? Roulette,6,Ausencia Duzia 1,1672173365632,20:36:05,2022-12-27
868,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 1,1672173365633,20:36:05,2022-12-27
869,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 3,1672173365635,20:36:05,2022-12-27
870,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 2,1672173365629,20:36:05,2022-12-27
871,Who Wants To Be a Millionaire? Roulette,8,Ausencia Coluna 1,1672173365638,20:36:05,2022-12-27
872,Who Wants To Be a Millionaire? Roulette,6,Preto,1672173365637,20:36:05,2022-12-27
873,Who Wants To Be a Millionaire? Roulette,7,Ausencia Coluna 2,1672173365640,20:36:05,2022-12-27
874,Who Wants To Be a Millionaire? Roulette,7,Ausencia Duzia 1,1672173365640,20:36:05,2022-12-27
875,Who Wants To Be a Millionaire? Roulette,7,Ausencia Duzia 3,1672173365639,20:36:05,2022-12-27
876,Who Wants To Be a Millionaire? Roulette,6,Ausencia Duzia 3,1672173365641,20:36:05,2022-12-27
877,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 1,1672173365643,20:36:05,2022-12-27
878,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 2,1672173365644,20:36:05,2022-12-27
879,Who Wants To Be a Millionaire? Roulette,8,Ausencia Coluna 2,1672173365645,20:36:05,2022-12-27
880,Who Wants To Be a Millionaire? Roulette,7,Ausencia Coluna 1,1672173365645,20:36:05,2022-12-27
881,Who Wants To Be a Millionaire? Roulette,6,Ausencia Coluna 2,1672173365646,20:36:05,2022-12-27
882,Who Wants To Be a Millionaire? Roulette,7,Ausencia Coluna 1,1672173365647,20:36:05,2022-12-27
883,Who Wants To Be a Millionaire? Roulette,7,Ausencia Duzia 3,1672173365648,20:36:05,2022-12-27
884,Who Wants To Be a Millionaire? Roulette,7,Ausencia Coluna 3,1672173365646,20:36:05,2022-12-27
885,Who Wants To Be a Millionaire? Roulette,9,Ausencia Coluna 2,1672173365649,20:36:05,2022-12-27
886,Who Wants To Be a Millionaire? Roulette,6,Impar,1672173365642,20:36:05,2022-12-27
887,Who Wants To Be a Millionaire? Roulette,8,Ausencia Coluna 1,1672173365652,20:36:05,2022-12-27
888,Who Wants To Be a Millionaire? Roulette,6,Preto,1672173365656,20:36:05,2022-12-27
889,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 3,1672173365682,20:36:05,2022-12-27
890,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 2,1672173365688,20:36:05,2022-12-27
891,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 1,1672173365689,20:36:05,2022-12-27
892,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 1,1672173365690,20:36:05,2022-12-27
893,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 2,1672173365692,20:36:05,2022-12-27
894,Mega Fire Blaze Roulette Live,7,Ausencia Coluna 1,1672173365693,20:36:05,2022-12-27
895,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 3,1672173365695,20:36:05,2022-12-27
896,Mega Fire Blaze Roulette Live,6,Ausencia Duzia 1,1672173365695,20:36:05,2022-12-27
897,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 1,1672173365696,20:36:05,2022-12-27
898,Mega Fire Blaze Roulette Live,6,Ausencia Coluna 3,1672173365697,20:36:05,2022-12-27
